,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SqFtPerRoom,Total_Home_Quality,Total_Bathrooms,HighQualSF,Age
292,5,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,2,5,5,1967,3,0,6,6,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,1568.0,1568.0,0,4,1,3,1568,0,0,1568,0.0,0.0,1,1,3,1,3,7,6,0,1,1967.0,3,2.0,440.0,4,5,2,160,40,0,0,0,0,0,5,3,0,4,156.8,10,1.5,4140.0,42
293,10,3,80.0,9600,1,3,3,0,4,0,14,2,2,0,4,7,5,1974,1,0,8,9,1,252.0,3,4,1,4,4,3,0,698.0,6,0.0,467.0,1165.0,0,2,1,3,1165,896,0,2061,0.0,1.0,2,1,4,1,3,8,6,1,1,1974.0,2,2.0,498.0,4,5,2,0,77,0,0,196,0,0,7,3,0,0,171.75,12,3.0,5205.5,35
294,14,3,85.88976443176195,16500,1,3,3,0,4,0,14,2,2,0,5,6,5,1971,3,0,6,6,1,509.0,3,4,1,2,4,0,2,962.0,6,0.0,270.0,1232.0,0,1,1,3,1320,0,0,1320,0.0,1.0,2,0,3,1,3,5,6,1,1,1971.0,2,2.0,495.0,4,5,2,0,20,0,0,0,0,0,7,3,8,4,165.0,11,2.5,4012.5,38
295,5,3,60.0,7436,1,3,3,0,4,0,12,2,2,0,2,4,7,1960,1,0,10,12,2,0.0,3,4,1,4,4,3,0,734.0,6,0.0,160.0,894.0,0,2,1,3,894,0,0,894,1.0,0.0,1,0,2,1,3,5,6,1,5,1988.0,3,2.0,396.0,4,5,2,0,0,0,360,0,0,0,10,3,8,4,127.71428571428571,11,2.0,2433.0,49
296,5,3,65.0,8125,1,3,3,0,4,0,12,2,2,0,2,5,7,1959,3,0,7,8,2,0.0,3,4,1,4,4,3,1,403.0,6,0.0,461.0,864.0,0,0,1,3,864,0,0,864,0.0,0.0,1,0,3,1,3,5,6,0,5,1960.0,3,1.0,308.0,4,5,2,0,0,0,0,0,0,0,11,3,8,4,123.42857142857143,12,1.0,2314.0,50
297,5,3,86.81526049578865,9450,1,0,3,0,0,0,12,2,2,0,2,4,5,1957,1,0,11,13,1,160.0,3,4,1,4,4,3,1,775.0,6,0.0,265.0,1040.0,0,4,1,3,1362,0,0,1362,1.0,0.0,1,0,3,1,3,6,6,1,1,1982.0,2,3.0,768.0,4,5,2,0,0,84,0,0,0,0,7,3,8,4,170.25,9,2.0,3788.0,52
298,5,3,87.3651116615801,13495,1,0,3,0,0,0,12,2,2,0,2,5,6,1956,1,0,11,13,1,70.0,3,2,1,4,4,3,1,625.0,3,201.0,222.0,1048.0,0,1,1,3,1728,0,0,1728,1.0,0.0,2,0,3,1,3,7,2,1,5,1956.0,3,2.0,576.0,4,5,2,0,99,0,0,0,0,0,9,3,8,4,172.8,11,3.0,4338.0,53
299,5,3,85.0,9350,1,3,3,0,4,0,12,2,2,0,2,5,6,1961,1,0,11,13,1,217.0,3,4,1,4,4,3,0,310.0,1,512.0,491.0,1313.0,0,4,1,3,1313,0,0,1313,1.0,0.0,1,1,3,1,2,6,6,1,1,1961.0,2,2.0,610.0,4,5,2,172,28,0,0,121,0,0,4,3,8,4,145.88888888888889,11,2.5,3804.5,48
300,5,3,115.0,10500,1,0,3,0,4,0,12,2,2,0,2,5,5,1964,1,0,6,6,3,144.0,3,2,1,4,4,3,3,998.0,6,0.0,294.0,1292.0,0,4,1,3,1292,0,0,1292,1.0,0.0,1,1,3,1,3,6,6,2,5,1964.0,3,2.0,520.0,4,5,2,0,32,0,0,92,0,0,9,3,0,0,143.55555555555554,10,2.5,3634.0,45
301,10,3,81.68198696756733,8970,1,0,3,0,0,0,12,2,2,0,4,5,6,1965,1,0,7,8,2,0.0,3,2,1,4,4,3,0,388.0,6,0.0,356.0,744.0,0,4,1,3,825,1315,0,2140,0.0,0.0,2,1,4,1,3,7,6,1,1,1965.0,0,2.0,549.0,4,5,2,0,40,264,0,0,0,0,8,3,8,4,194.54545454545453,11,2.5,4926.5,44
302,13,3,85.0,11475,1,3,3,0,0,0,12,2,2,0,6,6,6,1961,3,0,6,6,1,90.0,3,4,1,4,4,1,0,568.0,6,0.0,640.0,1208.0,0,0,1,3,1576,0,0,1576,1.0,0.0,1,0,4,1,2,7,6,1,3,1961.0,0,2.0,368.0,4,5,2,85,0,0,0,0,0,0,11,3,8,4,175.11111111111111,12,2.0,4030.0,48
303,5,3,68.0,9768,1,3,3,0,4,0,12,2,2,0,2,5,5,1955,1,0,11,13,2,0.0,3,4,1,4,4,3,5,100.0,0,247.0,613.0,960.0,0,2,1,3,960,0,0,960,1.0,0.0,1,0,2,1,3,5,6,0,1,1955.0,2,1.0,330.0,4,5,2,0,70,0,0,0,0,0,4,3,8,4,137.14285714285714,10,2.0,2565.0,54
304,5,3,90.0,9900,1,3,3,0,4,0,12,1,2,0,2,6,5,1967,1,0,2,2,2,0.0,2,4,1,4,4,3,5,1173.0,6,0.0,507.0,1680.0,0,4,1,3,1691,0,0,1691,1.0,0.0,1,0,2,1,3,5,6,0,1,1967.0,3,2.0,550.0,1,5,2,0,67,260,0,0,0,0,6,3,8,4,241.57142857142858,11,2.0,4497.0,42
305,5,3,92.0,10573,1,0,3,0,0,0,12,2,2,0,2,6,6,1961,3,0,7,8,1,3.0,3,4,1,4,4,3,5,1312.0,6,0.0,141.0,1453.0,0,0,1,3,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,6,1,1,1961.0,2,2.0,530.0,4,5,2,0,49,0,0,288,0,0,6,3,8,4,161.44444444444446,12,3.0,3900.5,48
306,5,3,80.0,14695,1,0,3,0,4,0,12,2,2,0,2,6,8,1966,1,0,7,8,1,210.0,3,2,1,4,4,3,0,1387.0,6,0.0,175.0,1562.0,0,2,1,3,1567,0,0,1567,1.0,0.0,2,0,2,1,2,5,6,2,1,1966.0,3,2.0,542.0,4,5,2,0,110,0,0,342,0,0,9,3,8,4,195.875,14,3.0,4396.0,43
307,5,3,73.0,8760,1,3,3,0,4,0,12,2,2,0,2,5,7,1956,1,0,11,13,1,164.0,2,4,1,4,4,3,0,856.0,6,0.0,313.0,1169.0,0,4,1,3,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,6,0,1,1956.0,2,1.0,286.0,4,5,2,257,0,0,0,0,0,0,8,3,8,4,143.0,12,2.0,3179.5,53
308,5,3,87.7021913981604,12285,1,0,3,0,4,0,12,2,2,0,2,7,6,1960,1,0,8,9,1,128.0,3,4,1,4,4,3,1,544.0,6,0.0,785.0,1329.0,0,2,1,3,1329,0,0,1329,0.0,0.0,1,1,3,1,3,5,6,2,1,1960.0,3,2.0,441.0,4,5,2,0,0,203,0,0,0,0,10,3,8,4,166.125,13,1.5,3671.0,49
309,5,3,66.0,9240,1,0,3,0,4,0,12,2,2,0,2,6,8,1959,3,0,7,8,2,0.0,2,4,1,4,4,3,0,708.0,6,0.0,280.0,988.0,0,4,1,3,988,0,0,988,1.0,0.0,2,0,3,1,2,6,6,0,1,1959.0,3,1.0,297.0,4,5,2,156,0,0,0,0,0,0,8,3,8,4,109.77777777777777,14,3.0,2618.5,50
310,5,3,70.0,8750,1,3,3,0,4,0,12,2,2,0,2,5,5,1956,1,0,3,3,2,0.0,3,4,1,4,4,3,5,435.0,1,202.0,565.0,1202.0,0,4,1,3,1202,0,0,1202,0.0,1.0,1,0,3,1,3,6,6,0,1,1956.0,2,1.0,304.0,4,5,2,0,35,120,0,0,0,0,2,3,0,0,150.25,10,1.5,3157.0,53
311,5,3,70.0,8750,1,3,3,0,4,0,12,2,2,0,2,5,5,1955,1,0,0,0,2,0.0,3,4,1,4,4,3,5,172.0,3,483.0,727.0,1382.0,0,2,1,0,1382,0,0,1382,0.0,1.0,1,0,3,1,2,6,6,0,1,1955.0,3,1.0,350.0,4,5,2,280,0,0,0,0,0,0,9,3,8,4,172.75,10,1.5,3630.0,54
312,5,3,80.0,10400,1,3,3,0,0,0,12,2,2,0,2,4,5,1956,1,0,8,9,2,0.0,3,4,1,4,4,3,5,155.0,3,750.0,295.0,1200.0,0,4,1,3,1200,0,0,1200,1.0,0.0,1,0,3,1,3,6,6,2,1,1956.0,3,1.0,294.0,4,5,2,0,189,140,0,0,0,0,2,3,8,3,150.0,9,2.0,3147.0,53
313,15,3,76.0,9482,1,3,3,0,4,0,12,2,2,2,2,5,4,1958,3,0,11,13,1,657.0,3,4,2,4,4,3,6,0.0,6,0.0,1866.0,1866.0,0,0,1,3,1866,0,0,1866,0.0,0.0,2,0,4,2,3,8,6,0,5,1958.0,3,2.0,495.0,4,1,2,0,0,0,0,0,0,0,3,3,8,4,155.5,9,2.0,5569.5,51
314,5,3,53.0,8128,1,0,3,0,1,0,12,2,2,0,2,6,7,1954,3,0,7,8,1,80.0,3,4,1,4,4,3,0,490.0,6,0.0,572.0,1062.0,0,2,1,3,1062,0,0,1062,1.0,0.0,1,0,3,1,3,6,6,0,1,1954.0,3,1.0,297.0,4,5,2,0,0,0,0,0,0,0,4,3,8,4,132.75,13,2.0,2883.5,55
315,5,3,67.0,13070,1,3,3,0,0,0,12,2,2,0,2,5,5,1951,3,0,7,8,2,0.0,3,4,1,4,4,3,5,308.0,6,0.0,323.0,631.0,0,4,1,0,1112,0,0,1112,0.0,0.0,1,0,2,1,3,5,6,0,2,1951.0,3,2.0,480.0,4,5,2,0,0,0,0,255,0,0,1,3,8,4,158.85714285714286,10,1.0,2779.5,58
316,6,3,80.0,8480,1,3,3,0,0,0,12,2,2,0,2,5,6,1945,1,0,7,8,2,0.0,3,2,1,4,4,3,1,700.0,6,0.0,93.0,793.0,0,4,1,3,793,0,0,793,1.0,0.0,1,0,2,1,1,4,6,0,5,1945.0,3,1.0,240.0,4,5,2,0,0,0,0,0,0,0,10,3,8,4,132.16666666666666,11,2.0,2102.5,64
317,5,3,60.0,7626,1,3,3,0,4,0,12,2,2,0,2,5,8,1952,3,0,11,13,2,0.0,2,4,1,4,4,3,2,931.0,6,0.0,100.0,1031.0,0,2,1,3,1031,0,0,1031,1.0,0.0,1,0,2,1,2,5,6,0,1,1952.0,3,1.0,230.0,4,5,2,0,0,0,0,0,0,0,5,3,8,4,147.28571428571428,13,2.0,2692.5,57
318,5,3,75.0,9533,1,3,3,0,4,0,12,2,2,0,2,5,5,1953,3,0,11,13,1,140.0,3,4,3,3,2,4,4,0.0,4,0.0,0.0,0.0,0,4,1,0,1210,0,0,1210,0.0,0.0,1,1,2,1,3,7,6,0,1,1953.0,0,1.0,616.0,4,5,2,208,0,100,0,0,0,0,10,3,3,4,121.0,10,1.5,2868.0,56
319,10,3,78.0,11419,1,3,3,0,0,0,12,0,2,0,4,7,7,1948,1,0,12,14,2,0.0,3,4,1,4,4,2,0,699.0,6,0.0,0.0,699.0,0,0,1,0,801,726,0,1527,1.0,0.0,1,1,3,1,3,6,6,1,1,1948.0,3,2.0,410.0,4,5,2,0,0,134,0,0,0,0,3,3,8,4,169.66666666666666,14,2.5,3608.5,61
320,5,3,60.0,9600,1,3,3,0,4,0,12,2,2,0,2,5,6,1950,1,0,11,13,2,0.0,3,4,1,4,4,3,1,390.0,6,0.0,810.0,1200.0,0,4,1,3,1200,0,0,1200,0.0,0.0,1,0,3,1,3,6,6,0,1,1950.0,0,1.0,246.0,4,5,2,126,0,0,0,0,0,0,10,3,8,4,150.0,11,1.0,3123.0,59
321,5,3,53.0,5470,1,3,3,0,4,0,17,2,2,0,2,3,5,1958,1,0,7,8,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,792.0,792.0,0,2,1,0,792,0,0,792,0.0,0.0,1,0,2,1,3,4,6,0,1,1958.0,3,1.0,366.0,0,5,2,0,90,0,0,0,0,0,10,3,8,4,132.0,8,1.0,2163.0,51
322,10,3,60.0,10800,1,3,3,0,4,0,17,2,2,0,4,5,7,1939,1,0,10,12,2,0.0,3,2,0,4,4,3,6,0.0,6,0.0,676.0,676.0,0,0,1,3,676,676,0,1352,0.0,1.0,2,0,4,1,2,7,6,0,5,1939.0,3,2.0,720.0,4,5,2,187,0,128,0,0,0,0,10,3,8,4,135.2,12,2.5,3402.0,70
323,11,3,80.0,8146,1,3,3,0,0,0,17,2,2,0,4,4,8,1900,1,0,7,8,2,0.0,2,2,0,1,4,3,6,0.0,6,0.0,405.0,405.0,0,2,1,3,717,322,0,1039,0.0,0.0,1,0,2,1,3,6,6,0,5,1940.0,3,1.0,281.0,4,5,0,0,0,168,0,111,0,0,7,3,8,4,129.875,12,1.0,2421.0,109
324,6,3,60.0,10230,1,3,3,0,4,0,17,2,2,0,2,5,7,1925,1,0,7,8,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,1054.0,1054.0,0,0,1,3,1078,0,0,1078,0.0,0.0,1,0,3,1,0,6,6,0,5,1987.0,3,1.0,264.0,4,5,0,0,0,0,0,112,0,0,3,3,8,4,134.75,12,1.0,2815.0,84
325,9,3,60.0,10410,1,3,3,0,4,0,17,2,2,0,0,4,5,1915,1,0,7,8,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,1313.0,1313.0,0,4,1,3,1313,0,1064,2377,0.0,0.0,2,0,3,1,2,8,3,1,5,1954.0,3,2.0,528.0,4,5,2,0,0,432,0,0,0,0,8,3,8,4,216.0909090909091,9,2.0,4610.5,94
326,11,3,60.0,7200,1,3,3,0,0,0,17,0,2,0,4,7,9,1910,1,0,10,12,2,0.0,2,2,2,4,4,3,6,0.0,6,0.0,560.0,560.0,0,0,1,3,930,760,0,1690,0.0,0.0,2,0,4,1,2,5,6,0,5,2008.0,3,2.0,624.0,4,5,2,0,0,112,0,0,0,0,10,3,8,4,211.25,16,2.0,3972.0,99
327,6,3,90.0,5400,1,3,3,0,4,0,17,0,2,0,2,2,5,1940,1,0,9,11,2,0.0,1,4,2,1,4,3,6,0.0,6,0.0,416.0,416.0,0,2,0,0,599,0,0,599,1.0,0.0,1,0,2,1,2,4,6,0,6,2005.0,1,0.0,0.0,2,3,0,0,81,0,0,0,0,0,8,3,8,4,99.83333333333333,7,2.0,1406.0,69
328,6,3,60.0,10800,1,3,3,0,4,0,17,2,2,0,2,5,7,1920,1,0,11,13,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,720.0,720.0,0,4,0,3,846,0,0,846,0.0,0.0,1,0,2,1,2,4,6,0,5,1980.0,0,2.0,576.0,4,5,0,0,0,0,0,0,0,0,8,3,8,4,141.0,12,1.0,2340.0,89
329,6,3,60.0,10800,1,3,3,0,0,0,17,2,2,0,2,3,5,1890,1,0,10,12,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,630.0,630.0,0,4,1,0,725,0,0,725,0.0,0.0,1,1,1,1,3,4,6,0,5,1959.0,3,1.0,320.0,4,5,2,0,30,0,0,0,0,0,2,3,8,4,103.57142857142857,8,1.5,1925.0,119
330,15,3,81.0,9671,1,3,3,0,0,0,12,0,2,2,4,6,5,1969,1,0,7,8,3,480.0,3,4,1,4,4,3,6,0.0,6,0.0,1248.0,1248.0,0,4,1,3,1248,1296,0,2544,0.0,0.0,2,2,6,2,3,12,6,0,1,1969.0,2,3.0,907.0,4,5,2,0,0,0,0,0,0,0,10,3,8,4,141.33333333333334,11,3.0,6645.5,40
331,5,3,83.0,10143,1,3,3,0,4,0,12,2,2,0,2,6,7,1963,1,0,6,6,1,295.0,3,4,1,4,4,3,5,384.0,6,0.0,996.0,1380.0,0,1,1,3,1380,0,0,1380,0.0,0.0,1,1,3,1,3,6,6,0,1,1963.0,3,1.0,364.0,4,5,2,0,0,0,0,216,0,0,8,3,8,4,153.33333333333334,13,1.5,3927.0,46
332,5,3,77.0,11500,1,0,3,0,4,0,12,2,2,0,2,6,4,1967,1,0,6,6,2,0.0,1,4,1,4,0,3,1,872.0,5,60.0,108.0,1040.0,0,2,1,3,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,2,1,1,1967.0,2,2.0,480.0,4,5,2,0,0,156,0,0,0,0,7,3,8,4,130.0,10,2.0,2840.0,42
333,5,3,62.0,8010,1,3,3,0,4,0,12,2,2,0,2,6,9,1958,3,0,11,13,2,0.0,2,2,1,4,4,2,2,745.0,6,0.0,206.0,951.0,0,2,1,3,951,0,0,951,1.0,0.0,1,0,2,1,2,6,6,0,5,1985.0,3,2.0,480.0,4,5,2,0,0,42,0,0,0,450,11,3,8,4,118.875,15,2.0,2617.5,51
334,5,3,90.0,10454,1,0,3,0,0,0,12,2,2,0,2,6,6,1957,3,0,8,9,3,143.0,3,4,1,4,4,3,5,546.0,6,0.0,559.0,1105.0,0,2,1,0,1105,0,0,1105,0.0,0.0,1,0,3,1,3,5,6,0,5,1957.0,3,1.0,308.0,4,5,2,0,0,0,0,0,0,0,6,3,8,4,157.85714285714286,12,1.0,3059.5,52
335,5,3,80.0,9000,1,0,1,0,4,1,12,2,2,0,2,6,6,1958,0,1,11,13,1,82.0,3,4,1,2,4,1,6,0.0,6,0.0,160.0,160.0,0,1,1,3,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,6,1,2,1958.0,2,1.0,384.0,4,5,2,0,28,64,0,0,0,0,6,3,8,4,163.14285714285714,12,1.0,2638.0,51
336,9,3,60.0,8064,1,3,3,0,4,0,12,0,2,0,0,6,5,1950,1,0,11,13,2,0.0,3,4,1,4,4,0,5,621.0,6,0.0,174.0,795.0,0,2,0,3,765,368,0,1133,0.0,0.0,1,0,3,1,3,5,6,0,5,1989.0,3,2.0,900.0,4,5,2,0,0,0,0,231,0,0,3,3,0,0,161.85714285714286,11,1.0,3113.5,59
337,5,3,71.0,7350,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,3,0,3,3,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,1041.0,1041.0,0,2,1,3,1041,0,0,1041,0.0,0.0,1,0,3,1,3,6,6,0,1,1958.0,2,1.0,294.0,4,5,2,0,0,0,0,0,0,0,5,3,8,4,130.125,11,1.0,2749.5,51
338,5,3,60.0,7200,1,3,3,0,0,0,12,2,2,0,2,5,7,1952,1,0,7,8,2,0.0,3,2,1,4,1,3,0,630.0,1,102.0,0.0,732.0,0,4,1,3,732,0,0,732,1.0,0.0,1,0,2,1,3,4,6,0,5,1952.0,3,1.0,240.0,4,5,2,0,68,0,0,0,0,0,11,3,8,4,122.0,12,2.0,1950.0,57
339,13,3,80.0,8000,1,3,3,0,4,0,12,2,2,0,6,5,5,1959,1,0,3,9,2,0.0,3,4,1,2,4,0,2,433.0,5,95.0,0.0,528.0,0,4,1,3,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,6,0,1,1959.0,2,1.0,288.0,4,5,2,0,0,0,0,0,0,0,9,3,8,4,147.875,10,2.0,2774.0,50
340,9,3,60.0,10800,1,3,3,0,4,0,12,0,2,0,0,4,7,1949,1,0,7,8,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,832.0,832.0,0,4,1,1,832,629,0,1461,0.0,0.0,2,0,4,1,3,6,6,0,5,1949.0,3,1.0,384.0,4,5,2,0,204,0,0,0,0,0,10,3,8,4,162.33333333333334,11,2.0,3530.0,60
341,9,3,60.0,8064,1,3,3,0,0,0,12,0,2,0,0,6,7,1948,1,0,7,8,2,0.0,3,4,1,4,4,3,3,120.0,6,0.0,744.0,864.0,0,4,1,3,1064,0,431,1495,0.0,0.0,1,0,3,1,3,6,6,0,5,1994.0,3,2.0,576.0,4,5,2,180,36,0,0,0,0,0,10,3,0,0,186.875,13,1.0,3279.0,61
342,10,3,76.0,7570,1,3,3,0,0,0,12,2,2,0,4,6,5,1964,1,0,6,6,1,420.0,3,4,1,4,4,3,6,0.0,6,0.0,780.0,780.0,0,4,1,3,993,813,0,1806,0.0,0.0,1,1,4,1,3,8,6,0,1,1964.0,3,2.0,483.0,4,5,2,0,55,0,0,0,0,0,5,3,8,4,164.1818181818182,11,1.5,4663.5,45
343,15,3,75.0,8604,1,0,3,0,4,0,12,2,2,2,5,5,7,1978,1,0,8,9,1,124.0,3,2,1,2,4,0,2,941.0,6,0.0,0.0,941.0,0,2,1,3,941,0,0,941,1.0,0.0,1,0,2,1,2,4,6,0,1,1978.0,3,2.0,564.0,4,5,2,0,40,0,0,0,0,0,2,3,8,4,156.83333333333334,12,2.0,2758.5,31
344,5,3,80.0,7936,1,3,3,0,4,0,12,2,2,0,2,6,6,1963,3,0,6,6,2,0.0,3,4,1,4,4,3,1,826.0,6,0.0,219.0,1045.0,0,4,1,3,1045,0,0,1045,1.0,0.0,1,0,3,1,3,6,6,1,1,1963.0,2,1.0,264.0,4,5,2,0,0,0,0,0,0,0,6,3,8,4,130.625,12,2.0,2744.5,46
345,9,4,68.0,4080,1,3,3,0,4,0,17,2,2,0,0,6,8,1935,1,0,11,13,2,0.0,3,4,2,4,4,3,6,0.0,6,0.0,901.0,901.0,0,2,1,3,861,517,0,1378,0.0,0.0,1,0,3,1,2,6,6,0,5,1920.0,3,1.0,162.0,0,1,1,54,0,40,0,0,0,0,8,3,8,4,172.25,14,1.0,3287.5,74
346,15,4,57.0,10307,1,3,3,0,4,0,17,2,2,2,4,6,5,1910,1,0,11,13,2,0.0,3,4,1,4,4,2,3,633.0,6,0.0,339.0,972.0,0,2,0,0,972,972,0,1944,1.0,0.0,2,0,4,2,3,12,6,0,5,1920.0,3,2.0,324.0,0,5,0,0,28,169,0,0,0,0,8,3,8,4,121.5,11,3.0,4536.0,99
347,9,4,90.0,15660,1,3,3,0,4,0,17,2,2,0,0,5,8,1910,1,0,10,12,2,0.0,3,2,1,4,4,3,6,0.0,6,0.0,240.0,240.0,0,4,1,3,810,496,0,1306,0.0,0.0,1,1,3,1,2,6,6,0,5,1959.0,3,2.0,472.0,0,5,0,0,0,0,0,0,0,0,9,3,8,4,145.11111111111111,13,1.5,2968.0,99
348,11,4,90.0,9900,1,3,3,0,0,0,17,2,2,0,4,5,8,1910,1,0,10,12,2,0.0,2,4,1,4,4,3,6,0.0,6,0.0,504.0,504.0,0,0,1,3,764,700,0,1464,0.0,0.0,2,0,3,1,3,7,6,0,6,2005.0,1,0.0,0.0,2,3,0,0,0,176,0,0,0,0,5,3,8,4,146.4,13,2.0,3180.0,99
349,11,4,57.0,6406,1,3,3,0,4,0,17,2,2,0,4,5,6,1939,1,0,11,13,2,0.0,3,4,0,4,4,3,0,421.0,6,0.0,269.0,690.0,0,4,1,0,868,690,0,1558,0.0,0.0,1,1,3,1,3,7,6,1,5,1939.0,3,2.0,400.0,4,5,2,0,36,0,0,182,0,0,1,3,8,4,155.8,11,1.5,3661.0,70
350,4,4,63.0,7627,1,3,3,0,0,0,17,0,2,1,4,4,6,1920,1,0,0,0,2,0.0,1,4,0,1,3,3,6,0.0,6,0.0,600.0,600.0,0,2,0,3,1101,600,0,1701,0.0,0.0,2,0,4,2,1,8,6,0,6,2005.0,1,0.0,0.0,2,3,0,0,0,148,0,0,0,0,1,3,8,4,141.75,10,2.0,3702.0,89
351,9,4,56.0,10134,1,3,3,0,4,0,17,2,2,0,0,5,5,1910,1,0,7,8,2,0.0,3,4,0,1,4,3,6,0.0,6,0.0,801.0,801.0,0,2,0,3,801,646,0,1447,0.0,0.0,1,0,3,1,3,6,6,0,6,2005.0,1,0.0,0.0,2,3,0,80,0,244,0,0,0,0,9,3,8,4,180.875,10,1.0,3294.5,99
352,9,4,50.0,6000,1,3,3,0,4,0,17,2,2,0,0,5,7,1950,1,0,11,13,2,0.0,3,0,1,4,4,3,1,384.0,6,0.0,384.0,768.0,0,4,1,0,768,560,0,1328,0.0,0.0,1,1,3,1,3,6,6,0,5,1950.0,3,1.0,308.0,4,5,2,0,12,0,0,0,0,0,5,3,8,4,147.55555555555554,12,1.5,3194.0,59
353,6,4,62.0,7404,1,3,3,0,0,0,17,2,2,0,2,4,6,1920,1,0,7,8,2,0.0,3,4,0,1,4,3,6,0.0,6,0.0,861.0,861.0,0,4,1,3,861,0,0,861,0.0,0.0,1,0,2,1,3,5,6,0,5,1920.0,3,2.0,288.0,4,5,0,0,0,128,0,0,0,0,2,3,7,4,123.0,10,1.0,2296.5,89
354,6,4,50.0,5925,1,3,3,0,0,0,17,2,2,0,2,2,4,1940,1,0,7,8,2,0.0,3,2,0,3,2,4,4,0.0,4,0.0,0.0,0.0,0,1,0,0,612,0,0,612,0.0,0.0,1,0,1,1,3,4,6,0,5,1965.0,3,1.0,308.0,4,1,0,0,0,25,0,0,0,0,1,3,8,4,102.0,6,1.0,1378.0,69
355,6,4,60.0,8520,1,3,3,0,4,0,17,2,2,0,2,5,8,1923,1,0,9,11,2,0.0,2,4,2,1,4,3,6,0.0,6,0.0,624.0,624.0,0,4,1,3,792,0,0,792,0.0,0.0,1,0,2,1,3,5,6,0,5,1963.0,3,1.0,287.0,4,5,2,0,0,81,0,0,0,0,4,3,8,4,113.14285714285714,13,1.0,2039.5,86
356,11,4,60.0,9600,1,3,3,0,4,0,17,2,2,0,4,4,4,1910,1,0,10,12,2,0.0,2,2,0,1,4,3,6,0.0,6,0.0,677.0,677.0,0,4,1,3,833,677,0,1510,0.0,0.0,2,0,3,1,2,7,6,0,5,1974.0,3,2.0,720.0,4,5,0,0,0,160,0,0,0,0,8,3,8,4,151.0,8,2.0,3718.5,99
357,11,4,70.0,8400,1,3,3,0,0,0,17,0,2,0,4,6,7,1900,1,0,9,3,2,0.0,3,4,0,1,1,2,6,0.0,6,0.0,917.0,917.0,0,2,1,0,1090,917,0,2007,0.0,0.0,2,0,3,1,0,8,6,0,5,1930.0,3,1.0,357.0,4,5,2,0,235,0,0,0,0,0,8,3,8,4,182.45454545454547,13,2.0,4651.0,109
358,11,4,60.0,3600,1,3,3,0,4,0,17,2,2,0,4,6,7,1917,1,0,9,11,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,624.0,624.0,0,0,1,3,664,624,0,1288,1.0,0.0,1,0,3,1,0,5,6,1,1,1917.0,3,1.0,280.0,4,5,0,0,103,0,0,0,0,0,7,3,8,4,184.0,13,2.0,3028.0,92
359,6,0,57.292940663095585,3300,1,3,3,0,4,0,17,2,2,0,2,4,3,1910,1,0,9,11,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,624.0,624.0,0,0,1,3,816,0,0,816,0.0,0.0,1,0,2,1,3,5,6,1,6,2005.0,1,0.0,0.0,2,3,0,0,33,0,0,0,0,0,8,3,8,4,116.57142857142857,7,1.0,1944.0,99
360,9,4,60.0,5400,1,3,3,0,4,0,17,2,2,0,0,6,6,1920,1,0,7,8,2,0.0,1,4,0,4,4,3,6,0.0,6,0.0,972.0,972.0,0,0,1,3,1044,0,436,1480,0.0,0.0,1,0,3,1,3,6,6,0,5,1920.0,3,1.0,207.0,0,5,2,0,0,176,0,0,0,0,11,3,4,3,185.0,12,1.0,3113.5,89
