,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
1459,2,0,3,13.0,0,7172.0,0.0,157.0,20.0,0.0,0
1460,1,1,0,34.0,0,0.0,0.0,0.0,0.0,0.0,1
1461,0,0,3,21.0,0,9.0,0.0,0.0,0.0,800.0,0
1462,2,0,3,20.0,0,206.0,0.0,629.0,67.0,523.0,1
1463,0,0,3,21.0,0,163.0,0.0,661.0,32.0,0.0,0
1464,1,1,0,51.0,0,0.0,0.0,0.0,0.0,0.0,1
1465,1,1,3,18.0,0,0.0,0.0,0.0,0.0,0.0,1
1466,1,0,3,26.0,0,1.0,230.0,0.0,42.0,4030.0,0
1467,1,0,0,53.0,1,5022.0,2376.0,0.0,0.0,235.0,0
1468,1,0,3,30.0,0,0.0,1376.0,43.0,0.0,1460.0,1
1469,0,1,3,37.0,0,0.0,0.0,0.0,0.0,0.0,0
1470,1,0,3,45.0,0,0.0,1389.0,0.0,2987.0,0.0,0
1471,0,0,3,62.0,0,877.0,15.0,0.0,0.0,1.0,0
1472,0,0,3,38.0,0,0.0,1.0,45.0,0.0,837.0,0
1473,0,0,0,24.0,0,1030.0,0.0,0.0,0.0,1122.0,0
1474,0,0,3,18.0,0,341.0,0.0,332.0,102.0,0.0,0
1475,2,1,3,23.0,0,0.0,0.0,0.0,0.0,0.0,0
1476,0,0,2,16.0,0,0.0,1519.0,0.0,0.0,766.0,0
1477,1,1,3,37.0,0,0.0,0.0,0.0,0.0,0.0,1
1478,0,0,3,22.0,0,1018.0,100.0,0.0,9.0,0.0,0
1479,0,1,2,18.0,0,0.0,0.0,0.5559944914001533,0.0,0.0,1
1480,2,1,3,25.0,0,0.0,0.0,0.0,0.0,0.0,1
1481,0,0,3,26.0,0,758.0,17.0,11.0,0.0,0.0,0
1482,0,0,3,25.0,0,4.0,0.0,146.0,723.0,0.0,0
1483,2,0,3,55.0,0,938.0,0.0,82.0,0.0,162.0,0
1484,2,0,3,28.0,0,641.0,0.0,372.0,0.0,16.0,0
1485,0,0,1,23.0,0,0.0,169.0,685.2506278359336,0.0,0.0,1
1486,0,0,3,22.0,0,0.0,24.0,0.0,176.0,783.0,0
1487,0,0,0,26.0,0,333.0,1819.0,0.0,1.0,0.0,1
1488,0,0,3,13.0,0,0.0,0.0,8.0,0.0,714.0,0
1489,0,0,3,18.0,0,428.0,0.0,36.0,0.0,424.0,0
1490,2,1,3,38.0,0,0.0,0.0,0.0,0.0,0.0,1
1491,2,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,1
1492,0,0,3,57.0,0,433.0,0.0,0.0,371.0,0.0,0
1493,0,1,3,0.0,0,1.2371972100612967,0.0,0.0,0.0,0.0,0
1494,0,1,3,18.0,0,0.0,0.0,0.0,0.0,0.0,1
1495,1,1,3,25.0,0,0.0,0.0,0.0,0.0,0.0,1
1496,1,0,0,35.0,0,0.0,17394.0,0.0,724.0,0.0,1
1497,1,0,3,37.0,0,0.0,1336.0,2.0,12.0,7.0,1
1498,1,0,0,33.0,0,0.0,26.0,1.0,33.0,2439.0,0
1499,1,0,3,35.0,0,305.0,3621.0,0.0,320.0,341.0,1
1500,1,0,0,47.0,0,16.0,2127.0,1487.0,0.0,196.0,1
1501,0,0,3,23.0,0,5.0,51.0,0.0,732.0,0.0,0
1502,0,0,3,44.268392925745964,0,0.0,3.0,0.0,2.0,923.0,1
1503,1,0,0,27.0,0,0.0,4342.0,0.0,1384.6597010582968,36.0,1
1504,1,1,3,23.0,0,0.0,0.0,0.0,0.0,0.0,1
1505,0,1,3,31.0,0,0.0,0.0,0.0,0.0,0.6985733502093314,1
1506,1,1,3,19.0,0,0.0,0.0,0.3321061870275431,0.0,0.0,1
1507,1,1,0,53.0,0,0.0,0.0,0.0,0.0,0.0,1
1508,0,0,3,37.0,0,22.0,5.0,0.0,747.0,0.0,0
1509,0,0,3,18.0,0,0.0,0.0,0.0,2681.0,55.0,0
1510,0,0,3,42.0,0,0.0,594.0,0.0,0.0,119.0,0
1511,0,1,3,7.0,0,0.0,0.0,0.0,0.0,0.0,1
1512,0,0,0,7.0,0,0.0,0.0,0.0,0.0,0.0,1
1513,0,0,3,24.0,0,2.0,3.0,0.0,616.0,161.0,0
1514,1,0,3,20.0,0,13.0,817.0,0.0,1435.0,22.0,1
1515,0,0,3,24.0,0,1158.0,193.0,798.0,2.0,0.0,0
1516,0,0,3,42.0,0,0.0,865.0,0.0,0.0,44.0,1
1517,1,0,3,49.0,0,0.0,3750.0,0.0,2.0,341.0,1
1518,1,1,3,47.0,0,0.0,0.0,0.0,0.0,0.0,1
1519,0,0,0,16.0,0,825.0,9.0,0.0,0.0,42.0,0
1520,2,0,3,26.0,1,432.0,0.0,965.0,35.0,0.0,0
1521,0,0,3,24.0,0,0.0,0.0,6.0,685.0,0.0,0
1522,0,1,3,38.0,0,0.0,0.0,-1.0425158654082982,0.0,0.0,1
1523,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1
1524,2,0,2,37.0,0,295.0,1575.0,19.0,515.0,0.0,0
1525,0,1,3,39.0,0,0.0,0.0,0.0,0.0,0.0,1
1526,0,0,0,25.0,0,553.0,0.0,1.0,239.0,8.0,1
1527,0,0,2,25.0,0,172.0,129.0,41.0,0.0,341.0,0
1528,2,1,3,35.0,0,0.0,0.0,0.0,0.0,0.0,1
1529,0,1,2,0.0,0,0.0,0.0,0.0,-0.8749177400069266,0.0,1
1530,0,0,0,46.0,0,612.0,0.0,62.0,0.0,0.0,1
1531,0,0,3,4.0,0,0.0,0.0,0.0,0.0,0.9290799284130019,1
1532,1,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,1
1533,1,0,3,29.0,0,0.0,930.0,0.0,2113.0,98.0,0
1534,0,0,3,19.0,0,1756.7581127600672,9.0,0.0,0.0,1.0,0
1535,1,1,3,47.0,0,0.0,0.0,0.0,0.0,0.0,1
1536,0,1,2,1.0,0,0.0,0.0,0.0,0.0,0.0,1
1537,0,1,3,4.0,0,0.0,0.0,0.0,0.0,0.0,0
1538,0,0,3,37.0,0,0.0,27.0,11.0,732.0,5.0,0
1539,0,0,3,61.0,0,1215.0,32.0,0.0,0.0,362.0,0
1540,1,1,3,32.0,0,0.0,-0.4780578766889987,0.0,0.0,0.0,1
1541,0,1,3,4.0,0,0.0,0.0,0.0,0.0,-0.6173848048229552,1
1542,0,1,3,16.0,0,0.0,0.0,0.0,0.0,0.0,1
1543,0,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,0
1544,0,0,3,22.0,0,1300.0,0.0,337.7608816679316,0.0,1134.0,0
1545,0,0,3,41.0,0,139.0,666.0,6.0,71.0,25.0,0
1546,0,1,3,25.0,0,0.0,0.0,0.0,0.0,0.0,1
1547,0,0,3,19.0,0,414.0,0.0,66.0,307.0,0.0,0
1548,0,0,3,21.0,0,305.0,0.0,1.0,618.0,2.0,1
1549,0,0,0,14.0,0,0.0,2.0,0.0,0.0,794.0,0
1550,3,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,0
1551,0,0,3,34.0,0,0.0,0.0,885.0,0.0,0.0,1
1552,0,0,3,33.0,0,954.0,0.0,10.0,3.0,2.0,0
1553,0,1,0,14.0,0,0.0,0.0,0.0,0.0,0.0,0
1554,0,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,1
1555,0,1,2,43.0,0,0.0,0.0,0.0,10.87506042720337,0.0,0
1556,0,0,0,3.0,0,0.0,0.0,0.0,0.0,0.0,1
1557,0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1
1558,1,0,1,47.0,0,4.0,1303.0,830.0,774.0,2.0,0
1559,0,0,3,28.0,0,3202.0,339.9957300119603,0.0,0.0,5.0,0
1560,0,0,3,40.0,0,0.0,807.0,0.0,0.0,0.0,1
1561,0,0,3,17.0,0,1.0,160.0,37.0,0.0,641.0145498509896,0
1562,0,0,3,21.0,0,0.0,0.0,218.0,109.0,5321.0,0
1563,2,0,3,18.124998261766958,0,1150.0,0.0,6.0,4.0,0.0,1
1564,0,0,3,41.0,0,0.0,82.0,3.0,0.0,718.0,0
1565,0,0,3,20.0,0,0.0,1.0,0.0,905.0,0.0,0
1566,1,0,3,56.0,0,0.0,0.0,0.0,0.0,0.0,0
1567,1,0,3,57.0,0,0.0,62.0,0.0,2136.0,178.0,0
1568,1,1,3,48.0,0,0.0,0.0,0.0,0.0,0.0,1
1569,1,0,3,37.0,0,0.0,2390.0,0.0,1306.0,94.88050843832494,0
1570,0,0,2,20.0,0,127.0,0.0,0.0,542.0,0.0,0
1571,0,1,2,36.0,0,0.0,0.0,0.0,0.0,0.0,1
1572,1,0,3,38.0,0,158.0,787.0,2820.0,1501.1898104372528,86.0,1
1573,0,0,3,22.0,0,2.0,0.0,6.0,101.0,536.0,0
1574,2,0,3,31.0,0,2436.0,0.0,147.0,16.0,0.0,0
1575,2,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1
1576,2,0,0,21.0,0,1481.0,0.0,881.0,0.0,0.0,0
1577,0,0,3,49.0,0,0.0,67.0,213.0,2.0,1442.0,0
1578,0,1,3,44.0,0,0.0,0.0,0.0,0.0,0.0,0
1579,1,0,0,46.15719416396219,0,0.0,859.0,0.0,6704.0,64.0,0
1580,0,0,3,29.0,0,7.0,0.0,0.0,797.0,0.0,0
1581,0,0,0,16.0,0,876.0,0.0,5.0,1.0,16.0,0
1582,0,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,0
1583,0,1,3,26.0,0,0.0,0.0,0.0,0.0,0.0,0
1584,0,0,3,19.0,0,5.0,87.0,0.0,0.0,474.61045017134273,0
1585,0,0,3,34.0,0,1.0,89.0,0.0,793.0,0.0,0
1586,2,1,3,38.0,0,0.0,0.0,0.0,0.0,0.0,1
1587,0,0,0,51.0,0,0.0,260.0,91.0,0.0,264.0,0
1588,0,0,0,7.0,0,0.0,0.0,0.0,0.0,0.0,0
1589,0,1,3,3.0,0,0.0,0.0,0.0,0.0,0.0,1
1590,2,0,3,26.0,1,714.0,450.0,208.0,0.0,44.0,0
1591,0,0,3,27.0,0,233.0,554.0,0.0,0.0,0.0,0
1592,0,1,3,7.0,0,2.204429433236232,0.0,0.0,0.0,0.0,0
1593,0,1,3,19.0,0,-1.1262288029600083,0.0,0.0,0.0,0.0,1
1594,0,0,3,28.0,0,0.0,26.0,88.0,5.0,754.0,0
1595,2,0,3,27.0,0,3482.0,1234.0,1155.0,0.0,0.0,0
1596,0,1,2,31.0,0,0.0,2.122519735481254,0.0,0.0,0.0,1
1597,0,0,3,26.0,0,324.0,0.0,201.0,2.0,256.0,0
1598,1,0,3,43.0,0,0.0,760.0,17.0,15331.0,427.0,0
1599,0,0,3,23.0,0,0.0,13.0,0.0,773.0,0.0,0
1600,3,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,1
1601,0,0,0,47.0,0,0.0,574.0,0.0,0.0,68.0,1
1602,1,1,3,17.0,0,0.0,0.0,0.0,0.0,0.0,1
1603,1,0,3,64.0,0,0.0,4.0,0.0,6200.0,622.0,0
1604,2,0,3,13.0,0,1112.0,0.0,687.0,0.0,3.0,0
1605,2,0,0,18.0,0,86.0,1164.0,516.0,0.0,0.0,1
1606,2,0,3,29.0,1,0.0,0.0,0.0,0.0,0.0,0
1607,0,0,2,70.0,0,0.0,3.0,1.0,2.0,1290.0,0
1608,2,0,3,23.0,0,31.0,0.0,1247.0,0.0,47.0,0
1609,2,0,3,23.0,0,2210.0,0.0,89.0,0.0,0.0,1
1610,2,0,3,35.0,0,1313.0,0.0,24.0,0.0,1.0,0
1611,2,0,3,17.0,0,1744.0,0.0,136.0,8.0,8.0,0
1612,2,1,3,26.0,0,0.0,0.0,0.0,0.0,0.0,1
1613,2,0,3,15.0,0,1554.0,0.0,646.0,20.0,1241.0,0
1614,2,0,3,19.0,0,285.0,54.0,1246.0,102.0,0.0,0
1615,0,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,1
1616,0,0,3,51.0,0,437.0,244.0,908.0,825.0,0.0,0
1617,2,0,3,17.0,0,139.0,0.0,959.0,21.0,0.0,0
1618,2,0,3,27.0,0,103.0,1.0,49.0,2421.0,24.0,0
1619,0,0,3,43.0,0,84.0,726.0,2.0,0.0,0.0,0
1620,0,0,3,5.0,0,0.0,0.0,0.0,0.0,0.0,0
1621,0,1,3,17.0,0,0.0,0.0,0.0,0.0,0.0,0
1622,0,0,3,40.0,0,813.0,0.0,473.0,236.0,0.0,1
1623,0,0,3,38.0,0,4.0,0.0,0.0,0.0,1679.0,0
1624,0,1,3,20.0,0,0.0,0.0,0.0,0.0,0.0,1
1625,0,1,3,13.0,0,0.0,0.0,-4.344962798131736,0.0,0.0,0
1626,0,0,3,15.0,0,320.0,36.0,5.0,0.0,640.0,0
1627,0,0,3,15.0,0,852.0,0.0,0.0,135.0,0.0,0
1628,1,0,0,59.0,0,8.0,1563.0,0.0,73.0,31.0,1
1629,0,0,3,24.0,0,0.0,201.0,0.0,0.0,603.0,0
1630,2,1,1,30.253089978774277,0,0.0,0.0,0.0,0.0,0.0,1
1631,2,0,0,52.0,0,1279.0,0.0,1061.0,359.0,0.0,0
1632,0,0,3,38.0,0,553.0,0.0,0.0,87.0,243.0,0
1633,0,0,3,26.0,0,21.0,0.0,499.0,568.0,0.0,1
1634,0,0,0,17.0,0,68.0,0.0,0.0,0.0,795.0,1
1635,0,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,1
1636,0,0,0,20.0,0,1.0,808.0,0.0,0.0,0.0,1
1637,0,0,3,15.0,0,1336.0,108.0,0.0,0.0,0.0,0
1638,0,1,3,30.0,0,0.0,0.0,0.0,0.0,0.0,1
1639,0,1,2,22.0,0,0.0,0.0,0.0,0.0,0.0,0
1640,0,0,3,18.0,0,0.0,0.0,19.0,467.0,-83.1041018380383,0
1641,0,1,0,22.0,0,0.0,0.0,0.0,0.0,0.0,1
1642,0,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,1
1643,0,0,3,22.0,0,762.0,13.0,10.0,0.0,0.0,0
1644,2,0,2,34.0,1,49.0,478.0,387.0,0.0,0.0,0
1645,1,0,3,28.0,0,0.0,1310.0,0.0,221.0,6064.0,0
1646,2,1,3,50.0,0,0.0,0.0,0.0,0.0,0.0,1
1647,0,0,0,19.0,0,0.0,0.0,496.0,13.0,0.0,1
1648,0,0,3,21.0,0,0.0,0.0,0.0,2.0,807.0,0
1649,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1650,0,0,3,4.0,0,0.0,0.0,0.0,0.0,0.0,1
1651,0,1,2,59.0,0,0.0,0.0,0.0,0.0,0.0,0
1652,0,0,0,15.0,0,1006.0,1.0,0.0,0.0,308.0,1
1653,0,1,3,24.0,0,0.0,0.0,0.0,0.0,0.0,1
1654,0,1,3,26.0,0,0.0,0.0,0.0,0.0,0.0,0
1655,0,0,3,67.0,0,26.0,809.0,0.0,39.0,26.0,0
1656,0,0,3,55.0,0,587.0,0.0,0.0,318.0,3.0,0
1657,0,0,3,50.0,0,742.0,21.0,10.0,26.0,4.0,0
1658,0,0,0,23.0,0,145.0,490.0,17.0,49.0,1.0,0
1659,0,0,2,21.0,0,2400.0,7.0,0.0,20.0,0.0,1
1660,0,0,1,15.0,0,104.0,220.88946994322146,0.0,174.0,253.0,0
1661,1,0,3,41.0,0,0.0,3240.0,0.0,59.0,0.0,1
1662,2,1,3,59.0,0,0.0,0.0,0.0,0.0,0.0,1
1663,2,0,3,18.0,0,0.0,0.0,0.0,0.0,0.0,0
1664,0,0,0,21.0,0,112.0,0.0,0.0,0.0,1333.0,0
1665,1,1,0,14.0,0,0.0,0.0,0.0,0.0,0.0,1
1666,1,0,3,50.0,0,3677.0,782.0,0.0,6.0,1168.0,1
1667,1,0,3,32.0,0,2973.0,3368.0,124.0,57.0,42.0,1
1668,1,1,3,46.0,0,0.0,0.0,0.0,0.0,0.0,1
1669,0,0,3,30.652393469277136,0,0.0,24.0,0.0,732.0,0.0,0
1670,2,1,3,58.0,0,0.0,0.0,0.0,0.0,0.0,1
1671,1,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,1
1672,0,0,3,35.0,0,0.0,338.0,436.0,-613.8748701425887,0.0,1
1673,2,0,3,30.0,0,1220.0,0.0,49.0,39.0,0.0,0
1674,2,1,3,30.0,0,0.0,0.0,0.0,0.0,0.0,1
1675,0,0,3,43.0,0,0.0,0.0,870.0,0.0,14.0,1
1676,0,0,3,21.0,0,0.0,0.0,809.0,0.0,0.0,0
1677,0,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,0
1678,0,0,0,37.0,0,164.0,603.0,0.0,0.0,11.0,1
1679,1,0,0,28.0,0,0.0,11026.0,0.0,0.0,12.0,1
1680,0,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,0
1681,0,0,3,40.0,0,596.0,170.3903662109015,135.0,73.0,0.0,0
1682,0,0,0,42.0,0,28.0,0.0,0.0,0.0,591.0,0
1683,0,1,2,21.0,0,0.0,0.0,0.0,1.4554371883279518,0.0,0
1684,2,1,0,31.0,0,0.0,0.0,0.0,0.3431792802772032,0.0,0
1685,0,0,3,51.0,0,28.0,94.0,0.0,34.0,638.0,0
1686,2,0,3,73.0,0,27.0,2.0,71.0,1208.0,0.0,0
1687,1,1,3,26.0,0,0.0,0.0,0.0,0.0,0.0,1
1688,1,1,0,33.0,0,0.0,0.0,0.0,0.0,0.0,1
1689,0,0,3,39.0,0,1.0,275.0,33.0,376.0,105.0,0
1690,0,0,3,19.0,0,5.0,639.0,0.0,84.0,180.0,0
1691,0,0,0,12.0,0,0.0,0.0,0.0,0.0,0.0,1
1692,0,1,0,10.0,0,0.0,0.0,0.0,0.0,0.0,0
1693,0,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1694,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1
1695,0,1,3,1.0,0,0.0,0.0,0.0,0.0,0.0,1
1696,0,0,3,33.0,0,0.0,0.0,2.0,787.0,1.0,0
1697,0,0,0,23.0,0,0.0,169.0,0.0,553.0,0.0,0
1698,2,1,3,5.0,0,0.0,0.0,0.0,0.0,0.0,1
1699,0,1,3,24.0,0,0.0,0.0,0.0,0.0,0.0,1
1700,2,0,3,26.0,0,0.0,0.0,0.0,0.0,0.0,0
1701,1,0,0,30.0,0,0.0,3722.0,4.0,140.0,4045.0,0
1702,0,0,3,33.0,0,0.0,763.0,8.0,2.0,30.0,0
1703,2,0,3,56.0,0,4694.0,0.0,2661.0,51.0,0.0,0
1704,0,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,1
1705,0,0,3,52.972421324591316,0,928.0,20.0,0.0,0.0,0.0,0
1706,3,0,3,25.0,0,9.0,852.0,73.0,12.0,57.0,1
1707,0,0,0,18.0,0,0.0,0.0,454.0,0.0,263.0,0
1708,1,0,3,60.0,1,1891.0,640.0,0.0,360.0,52.0,1
1709,1,0,3,41.0,0,0.0,2334.0,1.0,6.0,23.0,1
1710,0,0,2,16.0,0,112.0,0.0,38.0,77.0,443.0,0
1711,0,1,3,17.0,0,0.0,0.0,0.0,0.0,0.0,1
1712,0,0,3,26.0,0,1815.9826714375995,4.0,361.0,0.0,19.0,0
1713,0,0,3,31.0,0,2.0,811.0,0.0,0.0,0.0,1
1714,3,0,3,67.0,0,143.0,68.0,496.0,182.0,9.0,1
1715,0,0,0,16.0,0,364.6176885733239,231.0,569.0,2.0,0.0,0
1716,0,0,0,24.0,0,0.0,94.0,1.0,56.0,427.0,0
1717,0,0,1,19.0,0,0.0,1333.0,3.0,624.0,254.0,1
1718,1,0,0,48.0,0,0.0,3578.0,80.0,123.0,-66.59675115977161,1
1719,1,0,3,30.0,0,1.0,6398.0,0.0,2.0,295.0,1
1720,1,0,3,22.0,0,0.0,8882.0,21.0,2204.0,19.0,1
1721,1,0,3,28.0,1,0.0,4424.0,3.0,207.0,1572.0,1
1722,1,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,1
1723,1,0,3,29.0,0,0.0,699.0,0.0,0.0,1955.0,0
1724,0,1,3,22.0,0,0.0,0.0,0.0,0.0,0.11245065269281691,0
1725,1,0,0,48.0,0,140.0,127.0,0.0,4102.0,521.0,0
1726,2,0,1,26.0,0,17.0,0.0,1582.0,0.0,0.0,1
1727,0,0,3,23.0,0,1639.0,1218.0,0.0,1.0,0.0,1
1728,0,0,3,55.0,0,1104.0,0.0,0.0,0.0,0.0,0
1729,1,0,3,46.0,0,2249.0,153.0,137.0,435.586399650177,194.0,0
1730,0,0,2,38.0,0,0.0,0.0,0.0,0.0,1381.0,0
1731,0,1,3,2.0,0,0.0,0.0,0.0,0.0,0.0,1
1732,0,1,3,3.0,0,0.0,0.0,0.0,0.0,0.0,1
1733,0,0,3,20.0,0,0.0,0.0,0.0,788.0,16.0,0
1734,0,0,3,65.0,0,5.0,317.0,289.6916851124376,0.0,123.0,0
1735,0,0,3,38.96623434040626,0,181.0,0.0,2.0,0.0,663.0,0
1736,0,0,3,25.0,0,113.0,0.0,0.0,1282.0,0.0,0
1737,0,0,2,54.0,0,0.0,316.0,257.0,0.0,0.0,0
1738,0,0,0,25.0,0,0.0,0.0,1.0,735.0,25.0,0
1739,0,1,3,14.0,0,0.0,0.0,0.0,0.0,0.0,1
1740,1,0,0,53.0,0,0.0,13527.0,0.0,0.0,771.0,1
1741,0,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1
1742,0,0,3,39.0,0,0.0,43.0,864.0,0.0,85.0,0
1743,0,0,3,22.0,0,8.0,710.0,0.0,27.0,0.0,1
1744,2,0,0,31.0,0,120.0,0.0,657.0,52.0,0.0,0
1745,2,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1
1746,1,0,3,35.0,1,0.0,1.0,0.0,0.0,3156.0,0
1747,1,0,0,35.0,0,95.0,3441.0,0.0,391.0,318.0,0
1748,2,1,3,32.0,0,0.0,0.0,0.0,0.0,0.0,1
1749,2,0,3,61.0,0,953.0,415.0,974.0,0.0,133.0,0
1750,0,0,0,58.0,0,14.0,0.0,1081.0,0.0,0.0,1
1751,2,0,3,26.0,0,1752.0,22.0,0.0,4.0,89.96640843342466,0
1752,0,1,3,4.0,0,0.0,0.0,0.0,0.0,0.0,0
1753,0,0,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0
1754,0,0,3,8.0,0,0.0,0.0,0.0,0.0,0.0,1
1755,0,0,3,7.0,0,0.0,0.0,0.0,0.0,0.2326852745114977,0
1756,0,0,3,25.0,0,0.0,60.0,0.0,646.0,1115.0,0
1757,3,0,3,6.0,0,0.0,0.0,0.0,0.0,0.0,0
1758,0,0,3,29.0,0,0.0,0.0,0.0,0.0,865.0,0
1759,2,1,3,64.0,0,0.0,0.0,0.0,0.0,0.0,1
1760,1,0,3,31.0,0,0.0,1983.0,0.0,172.0,52.0,1
1761,2,1,3,25.0,0,0.0,0.0,0.0,0.0,0.0,0
1762,0,1,3,30.0,0,0.0,1.0309337489917967,0.0,0.0,0.0,1
1763,0,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1764,0,0,2,29.0,0,0.0,0.0,0.0,486.0,1479.0,0
1765,0,0,3,37.0,0,28.0,25.0,26.0,806.0,3.0,0
1766,0,0,3,49.0,0,0.0,0.0,0.0,724.0,0.0,0
1767,1,0,3,36.0,0,0.0,583.0,1789.0,19.0,1009.0,0
1768,0,0,0,20.0,0,470.0,128.0,0.0,0.0,9.0,0
1769,0,0,3,20.0,0,2215.0,0.0,0.0,86.0,0.0,1
1770,1,0,0,18.0,0,0.0,16263.0,72.0,0.0,15.0,1
1771,1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,1
1772,2,1,3,48.0,0,0.0,0.0,0.0,0.0,0.0,0
1773,0,0,3,26.0,0,0.0,3.0,176.0,611.0,0.0,0
1774,0,0,3,35.0,0,0.0,88.0,718.0,46.0,0.0,0
1775,0,0,3,30.0,0,116.0,0.0,0.0,728.0,29.0,1
1776,0,0,3,22.0,0,0.0,0.0,22.0,0.0,702.0,0
1777,0,1,3,5.0,0,0.0,0.0,0.0,0.0,0.0,0
1778,0,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,0
1779,2,1,3,52.0,0,0.0,0.0,0.0,0.0,0.0,0
1780,1,0,3,50.0,0,5.0,809.0,0.0,309.0,731.0,1
1781,1,0,3,29.0,0,4.0,841.0,0.0,363.0,1107.0,1
1782,1,0,0,19.0,0,0.0,748.0,158.0,5037.0,44.0,0
1783,1,0,0,39.0,0,0.0,10153.0,1.0,78.0,5063.0,1
1784,1,0,3,38.0,0,0.0,354.0,0.0,1806.0,0.0,1
1785,0,1,0,21.0,0,12.63426622187918,0.0,0.0,0.0,0.0,0
1786,0,0,2,25.0,0,11.0,44.0,397.0,0.0,0.0,0
1787,1,1,0,42.0,0,0.0,0.0,0.0,0.0,0.0,1
1788,1,1,0,36.0,0,0.0,0.0,0.0,0.0,0.0,1
1789,0,0,3,19.0,0,42.0,0.0,345.0,1431.0,0.0,0
1790,0,1,3,42.0,0,0.0,0.0,0.0,0.0,0.0,0
1791,0,0,0,40.0,0,1465.0,39.0,0.0,0.0,1225.0,0
1792,0,1,3,14.0,0,0.0,0.0,0.0,0.0,0.0,0
1793,1,0,3,50.0,0,-48.51217629376696,1810.0,0.0,126.0,247.0,0
1794,2,0,3,18.0,0,1218.0,0.0,34.0,1095.0,0.0,0
1795,0,0,3,46.0,0,8.0,652.0,0.0,5.0,90.0,0
1796,0,0,3,36.59103863857569,0,0.0,51.0,0.0,37.0,704.0,0
1797,1,1,3,15.0,0,0.0,0.0,0.0,0.0,0.0,1
1798,1,0,0,22.0,0,1744.0,79.0,0.0,12.0,1514.0,0
1799,1,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0
1800,1,1,3,52.0,0,0.0,0.0,0.0,0.0,0.0,1
1801,1,0,3,38.0,0,34.0,2043.0,0.0,1339.0,0.0,1
1802,2,0,3,46.0,0,731.0,0.0,288.0,0.0,2.0,0
1803,0,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,0
1804,1,0,3,63.0,0,0.0,4286.0,18.0,4.0,872.0,1
1805,1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,1
1806,0,1,3,50.0,0,0.0,0.0,0.0,0.0,0.0,0
1807,3,1,3,20.0,0,0.0,0.0,0.0,0.0,0.0,0
1808,2,0,3,55.0,0,2424.0,0.0,1.0,0.0,284.0,0
1809,0,0,2,21.0,0,0.0,0.0,107.0,166.0,388.0,1
1810,1,1,0,56.0,0,0.0,0.0,0.0,0.0,0.0,1
1811,0,0,3,45.0,0,10.0,0.0,0.0,804.5562772232597,0.0,1
1812,0,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,0
1813,0,0,3,47.0,0,7.0,877.0,17.0,0.0,0.0,0
1814,0,0,3,36.0,0,0.0,0.0,1508.0,110.0,117.0,1
1815,2,0,3,57.0,1,975.0,0.0,295.0,39.0,0.0,0
1816,2,0,3,13.0,0,3037.0,10.0,43.0,0.0,0.0,0
1817,2,0,3,27.0,0,120.0,0.0,1476.0,3.0,0.0,0
1818,0,0,3,20.0,0,717.0,0.0,0.0,0.0,0.0,0
1819,0,0,3,47.0,0,0.0,444.0,328.0,56.0,687.8889892607592,0
1820,0,0,3,15.0,0,0.0,0.0,787.0,0.0,0.0,0
1821,0,0,3,34.0,0,0.0,0.0,53.0,731.0,0.0,0
1822,0,0,3,21.0,0,942.0,0.0,0.0,0.0,7.0,0
1823,0,0,3,51.0,0,0.0,0.0,0.0,101.0,1357.0,0
1824,0,0,3,23.0,0,382.0,0.0,398.0,8.0,0.0,0
1825,0,0,3,58.0,0,0.0,0.0,0.0,0.0,717.0,0
