,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
1443,2,1,5,2,20.0,1,539.0,1269.0,38.0,0.0,0.0,0
1444,0,1,5,0,23.0,1,4.0,458.0,2.0,254.0,521.0,1
1445,1,0,3,0,22.0,1,0.0,0.0,0.0,0.0,0.0,0
1446,1,1,3,2,25.0,1,0.0,0.0,0.0,0.0,0.0,0
1447,2,1,3,0,18.0,1,3992.0,673.0,1360.0,2.0,0.0,0
1448,1,1,0,1,25.0,0,0.0,7069.0,0.0,45.0,282.0,0
1449,1,1,0,2,30.0,1,0.0,0.0,0.0,0.0,0.0,0
1450,0,1,6,2,46.0,1,0.0,0.0,533.0,277.0,0.0,1
1451,1,1,1,2,27.0,1,0.0,31.0,0.0,1.0,11378.0,1
1452,0,1,6,2,53.0,1,1015.0,0.0,0.0,0.0,1.0,1
1453,2,0,5,2,21.0,1,0.0,0.0,0.0,0.0,0.0,0
1454,1,1,0,0,32.0,1,54.0,3782.0,0.0,21.0,5.0,0
1455,1,1,2,2,32.0,1,1.0,470.0,0.0,1440.0,2114.0,1
1456,1,1,2,2,33.0,0,0.0,7139.0,22.0,0.0,553.0,0
1457,1,1,2,2,26.0,1,0.0,170.0,0.0,3718.0,0.0,1
1458,0,1,5,2,47.0,1,12.0,7.0,0.0,720.0,0.0,0
1459,2,1,5,2,13.0,1,7172.0,0.0,157.0,20.0,0.0,1
1460,1,0,2,0,34.0,1,0.0,0.0,0.0,0.0,0.0,0
1461,0,1,6,2,21.0,1,9.0,0.0,0.0,0.0,800.0,1
1462,2,1,5,2,20.0,1,206.0,0.0,629.0,67.0,523.0,0
1463,0,1,5,2,21.0,1,163.0,0.0,661.0,32.0,0.0,1
1464,1,0,1,0,51.0,1,0.0,0.0,0.0,0.0,0.0,0
1465,1,0,1,2,18.0,1,0.0,0.0,0.0,0.0,0.0,0
1466,1,1,2,2,26.0,1,1.0,230.0,0.0,42.0,4030.0,1
1467,1,1,5,0,53.0,0,5022.0,2376.0,0.0,0.0,235.0,1
1468,1,1,4,2,30.0,1,0.0,1376.0,43.0,0.0,1460.0,0
1469,0,0,6,2,37.0,1,0.0,0.0,0.0,0.0,0.0,1
1470,1,1,0,2,45.0,1,0.0,1389.0,0.0,2987.0,0.0,1
1471,0,1,6,2,62.0,1,877.0,15.0,0.0,0.0,1.0,1
1472,0,1,6,2,38.0,1,0.0,1.0,45.0,0.0,837.0,1
1473,0,1,5,0,24.0,1,1030.0,0.0,0.0,0.0,1122.0,1
1474,0,1,5,2,18.0,1,341.0,0.0,332.0,102.0,0.0,1
1475,2,0,5,2,23.0,1,0.0,0.0,0.0,0.0,0.0,1
1476,0,1,5,1,16.0,1,0.0,1519.0,0.0,0.0,766.0,1
1477,1,0,1,2,37.0,1,0.0,0.0,0.0,0.0,0.0,0
1478,0,1,5,2,22.0,1,1018.0,100.0,0.0,9.0,0.0,1
1479,0,0,6,1,18.0,1,0.0,0.0,174.0,0.0,0.0,0
1480,2,0,5,2,25.0,1,0.0,0.0,0.0,0.0,0.0,0
1481,0,1,6,2,26.0,1,758.0,17.0,11.0,0.0,0.0,1
1482,0,1,5,2,25.0,1,4.0,0.0,146.0,723.0,0.0,1
1483,2,1,3,2,55.0,1,938.0,0.0,82.0,0.0,162.0,1
1484,2,1,4,2,28.0,1,641.0,0.0,372.0,0.0,16.0,1
1485,0,1,5,2,23.0,1,0.0,169.0,174.0,0.0,0.0,0
1486,0,1,4,2,22.0,1,0.0,24.0,0.0,176.0,783.0,1
1487,0,1,5,0,26.0,1,333.0,1819.0,0.0,1.0,0.0,0
1488,0,1,6,2,13.0,1,0.0,0.0,8.0,0.0,714.0,1
1489,0,1,6,2,18.0,1,428.0,0.0,36.0,0.0,424.0,1
1490,2,0,5,2,38.0,1,0.0,0.0,0.0,0.0,0.0,0
1491,2,0,5,2,28.0,1,0.0,0.0,0.0,0.0,0.0,0
1492,0,1,5,2,57.0,1,433.0,0.0,0.0,371.0,0.0,1
1493,0,0,6,2,0.0,1,225.0,0.0,0.0,0.0,0.0,1
1494,0,0,6,2,18.0,1,0.0,0.0,0.0,0.0,0.0,0
1495,1,0,4,2,25.0,1,0.0,0.0,0.0,0.0,0.0,0
1496,1,1,4,0,35.0,1,0.0,17394.0,0.0,724.0,0.0,0
1497,1,1,3,2,37.0,1,0.0,1336.0,2.0,12.0,7.0,0
1498,1,1,3,0,33.0,1,0.0,26.0,1.0,33.0,2439.0,1
1499,1,1,2,2,35.0,1,305.0,3621.0,0.0,320.0,341.0,0
1500,1,1,2,0,47.0,1,16.0,2127.0,1487.0,0.0,196.0,0
1501,0,1,4,2,23.0,1,5.0,51.0,0.0,732.0,0.0,1
1502,0,1,6,2,29.0,1,0.0,3.0,0.0,2.0,923.0,0
1503,1,1,2,0,27.0,1,0.0,4342.0,0.0,311.0,36.0,0
1504,1,0,1,2,23.0,1,0.0,0.0,0.0,0.0,0.0,0
1505,0,0,6,2,31.0,1,0.0,0.0,0.0,0.0,305.0,0
1506,1,0,2,2,19.0,1,0.0,0.0,174.0,0.0,0.0,0
1507,1,0,2,0,53.0,1,0.0,0.0,0.0,0.0,0.0,0
1508,0,1,6,2,37.0,1,22.0,5.0,0.0,747.0,0.0,1
1509,0,1,5,2,18.0,1,0.0,0.0,0.0,2681.0,55.0,1
1510,0,1,5,2,42.0,1,0.0,594.0,0.0,0.0,119.0,1
1511,0,0,6,2,7.0,1,0.0,0.0,0.0,0.0,0.0,0
1512,0,1,6,0,7.0,1,0.0,0.0,0.0,0.0,0.0,0
1513,0,1,6,2,24.0,1,2.0,3.0,0.0,616.0,161.0,1
1514,1,1,4,2,20.0,1,13.0,817.0,0.0,1435.0,22.0,0
1515,0,1,5,2,24.0,1,1158.0,193.0,798.0,2.0,0.0,1
1516,0,1,6,2,42.0,1,0.0,865.0,0.0,0.0,44.0,0
1517,1,1,4,2,49.0,1,0.0,3750.0,0.0,2.0,341.0,0
1518,1,0,4,2,47.0,1,0.0,0.0,0.0,0.0,0.0,0
1519,0,1,5,0,16.0,1,825.0,9.0,0.0,0.0,42.0,1
1520,2,1,5,2,26.0,0,432.0,0.0,965.0,35.0,0.0,1
1521,0,1,5,2,24.0,1,0.0,0.0,6.0,685.0,0.0,1
1522,0,0,6,2,38.0,1,0.0,0.0,174.0,0.0,0.0,0
1523,0,1,6,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0
1524,2,1,3,1,37.0,1,295.0,1575.0,19.0,515.0,0.0,1
1525,0,0,6,2,39.0,1,0.0,0.0,0.0,0.0,0.0,0
1526,0,1,5,0,25.0,1,553.0,0.0,1.0,239.0,8.0,0
1527,0,1,5,1,25.0,1,172.0,129.0,41.0,0.0,341.0,1
1528,2,0,5,2,35.0,1,0.0,0.0,0.0,0.0,0.0,0
1529,0,0,6,1,0.0,1,0.0,0.0,0.0,311.0,0.0,0
1530,0,1,6,0,46.0,1,612.0,0.0,62.0,0.0,0.0,0
1531,0,1,6,2,4.0,1,0.0,0.0,0.0,0.0,305.0,0
1532,1,0,2,0,19.0,1,0.0,0.0,0.0,0.0,0.0,0
1533,1,1,2,2,29.0,1,0.0,930.0,0.0,2113.0,98.0,1
1534,0,1,5,2,19.0,1,225.0,9.0,0.0,0.0,1.0,1
1535,1,0,1,2,47.0,1,0.0,0.0,0.0,0.0,0.0,0
1536,0,0,6,1,1.0,1,0.0,0.0,0.0,0.0,0.0,0
1537,0,0,6,2,4.0,1,0.0,0.0,0.0,0.0,0.0,1
1538,0,1,5,2,37.0,1,0.0,27.0,11.0,732.0,5.0,1
1539,0,1,4,2,61.0,1,1215.0,32.0,0.0,0.0,362.0,1
1540,1,0,2,2,32.0,1,0.0,458.0,0.0,0.0,0.0,0
1541,0,0,6,2,4.0,1,0.0,0.0,0.0,0.0,305.0,0
1542,0,0,6,2,16.0,1,0.0,0.0,0.0,0.0,0.0,0
1543,0,0,6,0,25.0,1,0.0,0.0,0.0,0.0,0.0,1
1544,0,1,5,2,22.0,1,1300.0,0.0,174.0,0.0,1134.0,1
1545,0,1,6,2,41.0,1,139.0,666.0,6.0,71.0,25.0,1
1546,0,0,6,2,25.0,1,0.0,0.0,0.0,0.0,0.0,0
1547,0,1,4,2,19.0,1,414.0,0.0,66.0,307.0,0.0,1
1548,0,1,6,2,21.0,1,305.0,0.0,1.0,618.0,2.0,0
1549,0,1,5,0,14.0,1,0.0,2.0,0.0,0.0,794.0,1
1550,0,0,5,0,18.0,1,0.0,0.0,0.0,0.0,0.0,1
1551,0,1,6,2,34.0,1,0.0,0.0,885.0,0.0,0.0,0
1552,0,1,5,2,33.0,1,954.0,0.0,10.0,3.0,2.0,1
1553,0,0,6,0,14.0,1,0.0,0.0,0.0,0.0,0.0,1
1554,0,0,6,0,28.0,1,0.0,0.0,0.0,0.0,0.0,0
1555,0,0,6,1,43.0,1,0.0,0.0,0.0,311.0,0.0,1
1556,0,1,6,0,3.0,1,0.0,0.0,0.0,0.0,0.0,0
1557,0,0,6,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0
1558,1,1,0,2,47.0,1,4.0,1303.0,830.0,774.0,2.0,1
1559,0,1,5,2,28.0,1,3202.0,458.0,0.0,0.0,5.0,1
1560,0,1,5,2,40.0,1,0.0,807.0,0.0,0.0,0.0,0
1561,0,1,5,2,17.0,1,1.0,160.0,37.0,0.0,305.0,1
1562,0,1,6,2,21.0,1,0.0,0.0,218.0,109.0,5321.0,1
1563,2,1,5,2,29.0,1,1150.0,0.0,6.0,4.0,0.0,0
1564,0,1,5,2,41.0,1,0.0,82.0,3.0,0.0,718.0,1
1565,0,1,4,2,20.0,1,0.0,1.0,0.0,905.0,0.0,1
1566,1,1,0,2,56.0,1,0.0,0.0,0.0,0.0,0.0,1
1567,1,1,0,2,57.0,1,0.0,62.0,0.0,2136.0,178.0,1
1568,1,0,0,2,48.0,1,0.0,0.0,0.0,0.0,0.0,0
1569,1,1,0,2,37.0,1,0.0,2390.0,0.0,1306.0,305.0,1
1570,0,1,5,1,20.0,1,127.0,0.0,0.0,542.0,0.0,1
1571,0,0,6,1,36.0,1,0.0,0.0,0.0,0.0,0.0,0
1572,1,1,3,2,38.0,1,158.0,787.0,2820.0,311.0,86.0,0
1573,0,1,5,2,22.0,1,2.0,0.0,6.0,101.0,536.0,1
1574,2,1,5,2,31.0,1,2436.0,0.0,147.0,16.0,0.0,1
1575,2,0,5,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0
1576,2,1,5,0,21.0,1,1481.0,0.0,881.0,0.0,0.0,1
1577,0,1,6,2,49.0,1,0.0,67.0,213.0,2.0,1442.0,1
1578,0,0,6,2,44.0,1,0.0,0.0,0.0,0.0,0.0,1
1579,1,1,1,0,29.0,1,0.0,859.0,0.0,6704.0,64.0,1
1580,0,1,5,2,29.0,1,7.0,0.0,0.0,797.0,0.0,1
1581,0,1,5,0,16.0,1,876.0,0.0,5.0,1.0,16.0,1
1582,0,0,6,1,20.0,1,0.0,0.0,0.0,0.0,0.0,1
1583,0,0,6,2,26.0,1,0.0,0.0,0.0,0.0,0.0,1
1584,0,1,4,2,19.0,1,5.0,87.0,0.0,0.0,305.0,1
1585,0,1,6,2,34.0,1,1.0,89.0,0.0,793.0,0.0,1
1586,2,0,5,2,38.0,1,0.0,0.0,0.0,0.0,0.0,0
1587,0,1,5,0,51.0,1,0.0,260.0,91.0,0.0,264.0,1
1588,0,1,6,0,7.0,1,0.0,0.0,0.0,0.0,0.0,1
1589,0,0,6,2,3.0,1,0.0,0.0,0.0,0.0,0.0,0
1590,2,1,5,2,26.0,0,714.0,450.0,208.0,0.0,44.0,1
1591,0,1,4,2,27.0,1,233.0,554.0,0.0,0.0,0.0,1
1592,0,0,5,2,7.0,1,225.0,0.0,0.0,0.0,0.0,1
1593,0,0,6,2,19.0,1,225.0,0.0,0.0,0.0,0.0,0
1594,0,1,5,2,28.0,1,0.0,26.0,88.0,5.0,754.0,1
1595,2,1,5,2,27.0,1,3482.0,1234.0,1155.0,0.0,0.0,1
1596,0,0,6,1,31.0,1,0.0,458.0,0.0,0.0,0.0,0
1597,0,1,6,2,26.0,1,324.0,0.0,201.0,2.0,256.0,1
1598,1,1,1,2,43.0,1,0.0,760.0,17.0,15331.0,427.0,1
1599,0,1,6,2,23.0,1,0.0,13.0,0.0,773.0,0.0,1
1600,0,0,4,1,14.0,1,0.0,0.0,0.0,0.0,0.0,0
1601,0,1,5,0,47.0,1,0.0,574.0,0.0,0.0,68.0,0
1602,1,0,1,2,17.0,1,0.0,0.0,0.0,0.0,0.0,0
1603,1,1,1,2,64.0,1,0.0,4.0,0.0,6200.0,622.0,1
1604,2,1,3,2,13.0,1,1112.0,0.0,687.0,0.0,3.0,1
1605,2,1,3,0,18.0,1,86.0,1164.0,516.0,0.0,0.0,0
1606,2,1,4,2,29.0,0,0.0,0.0,0.0,0.0,0.0,1
1607,0,1,5,1,70.0,1,0.0,3.0,1.0,2.0,1290.0,1
1608,2,1,5,2,23.0,1,31.0,0.0,1247.0,0.0,47.0,1
1609,2,1,3,2,23.0,1,2210.0,0.0,89.0,0.0,0.0,0
1610,2,1,5,2,35.0,1,1313.0,0.0,24.0,0.0,1.0,1
1611,2,1,4,2,17.0,1,1744.0,0.0,136.0,8.0,8.0,1
1612,2,0,5,2,26.0,1,0.0,0.0,0.0,0.0,0.0,0
1613,2,1,3,2,15.0,1,1554.0,0.0,646.0,20.0,1241.0,1
1614,2,1,5,2,19.0,1,285.0,54.0,1246.0,102.0,0.0,1
1615,0,0,6,1,20.0,1,0.0,0.0,0.0,0.0,0.0,0
1616,0,1,5,2,51.0,1,437.0,244.0,908.0,825.0,0.0,1
1617,2,1,5,2,17.0,1,139.0,0.0,959.0,21.0,0.0,1
1618,2,1,5,2,27.0,1,103.0,1.0,49.0,2421.0,24.0,1
1619,0,1,6,2,43.0,1,84.0,726.0,2.0,0.0,0.0,1
1620,0,1,6,2,5.0,1,0.0,0.0,0.0,0.0,0.0,1
1621,0,0,6,2,17.0,1,0.0,0.0,0.0,0.0,0.0,1
1622,0,1,4,2,40.0,1,813.0,0.0,473.0,236.0,0.0,0
1623,0,1,4,2,38.0,1,4.0,0.0,0.0,0.0,1679.0,1
1624,0,0,5,2,20.0,1,0.0,0.0,0.0,0.0,0.0,0
1625,0,0,6,2,13.0,1,0.0,0.0,174.0,0.0,0.0,1
1626,0,1,5,2,15.0,1,320.0,36.0,5.0,0.0,640.0,1
1627,0,1,4,2,15.0,1,852.0,0.0,0.0,135.0,0.0,1
1628,1,1,0,0,59.0,1,8.0,1563.0,0.0,73.0,31.0,0
1629,0,1,5,2,24.0,1,0.0,201.0,0.0,0.0,603.0,1
1630,2,0,5,2,29.0,1,0.0,0.0,0.0,0.0,0.0,0
1631,2,1,3,0,52.0,1,1279.0,0.0,1061.0,359.0,0.0,1
1632,0,1,6,2,38.0,1,553.0,0.0,0.0,87.0,243.0,1
1633,0,1,5,2,26.0,1,21.0,0.0,499.0,568.0,0.0,0
1634,0,1,4,0,17.0,1,68.0,0.0,0.0,0.0,795.0,0
1635,0,0,6,1,17.0,1,0.0,0.0,0.0,0.0,0.0,0
1636,0,1,6,0,20.0,1,1.0,808.0,0.0,0.0,0.0,0
1637,0,1,5,2,15.0,1,1336.0,108.0,0.0,0.0,0.0,1
1638,0,0,6,2,30.0,1,0.0,0.0,0.0,0.0,0.0,0
1639,0,0,6,1,22.0,1,0.0,0.0,0.0,0.0,0.0,1
1640,0,1,4,2,18.0,1,0.0,0.0,19.0,467.0,305.0,1
1641,0,0,6,0,22.0,1,0.0,0.0,0.0,0.0,0.0,0
1642,0,0,6,1,20.0,1,0.0,0.0,0.0,0.0,0.0,0
1643,0,1,6,2,22.0,1,762.0,13.0,10.0,0.0,0.0,1
1644,2,1,3,1,34.0,0,49.0,478.0,387.0,0.0,0.0,1
1645,1,1,4,2,28.0,1,0.0,1310.0,0.0,221.0,6064.0,1
1646,2,0,5,2,50.0,1,0.0,0.0,0.0,0.0,0.0,0
1647,0,1,6,0,19.0,1,0.0,0.0,496.0,13.0,0.0,0
1648,0,1,6,2,21.0,1,0.0,0.0,0.0,2.0,807.0,1
1649,0,1,6,2,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1650,0,1,6,2,4.0,1,0.0,0.0,0.0,0.0,0.0,0
1651,0,0,6,1,59.0,1,0.0,0.0,0.0,0.0,0.0,1
1652,0,1,5,0,15.0,1,1006.0,1.0,0.0,0.0,308.0,0
1653,0,0,6,2,24.0,1,0.0,0.0,0.0,0.0,0.0,0
1654,0,0,6,2,26.0,1,0.0,0.0,0.0,0.0,0.0,1
1655,0,1,5,2,67.0,1,26.0,809.0,0.0,39.0,26.0,1
1656,0,1,6,2,55.0,1,587.0,0.0,0.0,318.0,3.0,1
1657,0,1,5,2,50.0,1,742.0,21.0,10.0,26.0,4.0,1
1658,0,1,5,0,23.0,1,145.0,490.0,17.0,49.0,1.0,1
1659,0,1,4,1,21.0,1,2400.0,7.0,0.0,20.0,0.0,0
1660,0,1,6,2,15.0,1,104.0,458.0,0.0,174.0,253.0,1
1661,1,1,4,2,41.0,1,0.0,3240.0,0.0,59.0,0.0,0
1662,2,0,5,2,59.0,1,0.0,0.0,0.0,0.0,0.0,0
1663,2,1,4,2,18.0,1,0.0,0.0,0.0,0.0,0.0,1
1664,0,1,5,0,21.0,1,112.0,0.0,0.0,0.0,1333.0,1
1665,1,0,2,0,14.0,1,0.0,0.0,0.0,0.0,0.0,0
1666,1,1,2,2,50.0,1,3677.0,782.0,0.0,6.0,1168.0,0
1667,1,1,2,2,32.0,1,2973.0,3368.0,124.0,57.0,42.0,0
1668,1,0,2,2,46.0,1,0.0,0.0,0.0,0.0,0.0,0
1669,0,1,6,2,29.0,1,0.0,24.0,0.0,732.0,0.0,1
1670,2,0,5,2,58.0,1,0.0,0.0,0.0,0.0,0.0,0
1671,1,0,1,0,15.0,1,0.0,0.0,0.0,0.0,0.0,0
1672,0,1,6,2,35.0,1,0.0,338.0,436.0,311.0,0.0,0
1673,2,1,5,2,30.0,1,1220.0,0.0,49.0,39.0,0.0,1
1674,2,0,4,2,30.0,1,0.0,0.0,0.0,0.0,0.0,0
1675,0,1,6,2,43.0,1,0.0,0.0,870.0,0.0,14.0,0
1676,0,1,6,2,21.0,1,0.0,0.0,809.0,0.0,0.0,1
1677,0,0,6,1,15.0,1,0.0,0.0,0.0,0.0,0.0,1
1678,0,1,5,0,37.0,1,164.0,603.0,0.0,0.0,11.0,0
1679,1,1,2,0,28.0,1,0.0,11026.0,0.0,0.0,12.0,0
1680,0,0,5,2,28.0,1,0.0,0.0,0.0,0.0,0.0,1
1681,0,1,5,2,40.0,1,596.0,458.0,135.0,73.0,0.0,1
1682,0,1,6,0,42.0,1,28.0,0.0,0.0,0.0,591.0,1
1683,0,0,6,1,21.0,1,0.0,0.0,0.0,311.0,0.0,1
1684,2,0,4,0,31.0,1,0.0,0.0,0.0,311.0,0.0,1
1685,0,1,5,2,51.0,1,28.0,94.0,0.0,34.0,638.0,1
1686,2,1,5,2,73.0,1,27.0,2.0,71.0,1208.0,0.0,1
1687,1,0,2,2,26.0,1,0.0,0.0,0.0,0.0,0.0,0
1688,1,0,1,0,33.0,1,0.0,0.0,0.0,0.0,0.0,0
1689,0,1,4,2,39.0,1,1.0,275.0,33.0,376.0,105.0,1
1690,0,1,6,2,19.0,1,5.0,639.0,0.0,84.0,180.0,1
1691,0,1,6,0,12.0,1,0.0,0.0,0.0,0.0,0.0,0
1692,0,0,6,0,10.0,1,0.0,0.0,0.0,0.0,0.0,1
1693,0,0,6,2,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1694,0,1,6,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0
1695,0,0,6,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0
1696,0,1,4,2,33.0,1,0.0,0.0,2.0,787.0,1.0,1
1697,0,1,5,0,23.0,1,0.0,169.0,0.0,553.0,0.0,1
1698,2,0,5,2,5.0,1,0.0,0.0,0.0,0.0,0.0,0
1699,0,0,6,2,24.0,1,0.0,0.0,0.0,0.0,0.0,0
1700,2,1,4,2,26.0,1,0.0,0.0,0.0,0.0,0.0,1
1701,1,1,1,0,30.0,1,0.0,3722.0,4.0,140.0,4045.0,1
1702,0,1,5,2,33.0,1,0.0,763.0,8.0,2.0,30.0,1
1703,2,1,5,2,56.0,1,4694.0,0.0,2661.0,51.0,0.0,1
1704,0,0,6,1,25.0,1,0.0,0.0,0.0,0.0,0.0,0
1705,0,1,5,2,29.0,1,928.0,20.0,0.0,0.0,0.0,1
1706,0,1,5,2,25.0,1,9.0,852.0,73.0,12.0,57.0,0
1707,0,1,5,0,18.0,1,0.0,0.0,454.0,0.0,263.0,1
1708,1,1,2,2,60.0,0,1891.0,640.0,0.0,360.0,52.0,0
1709,1,1,2,2,41.0,1,0.0,2334.0,1.0,6.0,23.0,0
1710,0,1,5,1,16.0,1,112.0,0.0,38.0,77.0,443.0,1
1711,0,0,6,2,17.0,1,0.0,0.0,0.0,0.0,0.0,0
1712,0,1,6,2,26.0,1,225.0,4.0,361.0,0.0,19.0,1
1713,0,1,6,2,31.0,1,2.0,811.0,0.0,0.0,0.0,0
1714,0,1,5,2,67.0,1,143.0,68.0,496.0,182.0,9.0,0
1715,0,1,5,0,16.0,1,225.0,231.0,569.0,2.0,0.0,1
1716,0,1,5,0,24.0,1,0.0,94.0,1.0,56.0,427.0,1
1717,0,1,5,2,19.0,1,0.0,1333.0,3.0,624.0,254.0,0
1718,1,1,3,0,48.0,1,0.0,3578.0,80.0,123.0,305.0,0
1719,1,1,3,2,30.0,1,1.0,6398.0,0.0,2.0,295.0,0
1720,1,1,3,2,22.0,1,0.0,8882.0,21.0,2204.0,19.0,0
1721,1,1,3,2,28.0,0,0.0,4424.0,3.0,207.0,1572.0,0
1722,1,0,3,0,23.0,1,0.0,0.0,0.0,0.0,0.0,0
1723,1,1,3,2,29.0,1,0.0,699.0,0.0,0.0,1955.0,1
1724,0,0,6,2,22.0,1,0.0,0.0,0.0,0.0,305.0,1
1725,1,1,2,0,48.0,1,140.0,127.0,0.0,4102.0,521.0,1
1726,2,1,5,2,26.0,1,17.0,0.0,1582.0,0.0,0.0,0
1727,0,1,5,2,23.0,1,1639.0,1218.0,0.0,1.0,0.0,0
1728,0,1,5,2,55.0,1,1104.0,0.0,0.0,0.0,0.0,1
1729,1,1,4,2,46.0,1,2249.0,153.0,137.0,311.0,194.0,1
1730,0,1,5,1,38.0,1,0.0,0.0,0.0,0.0,1381.0,1
1731,0,0,6,2,2.0,1,0.0,0.0,0.0,0.0,0.0,0
1732,0,0,6,2,3.0,1,0.0,0.0,0.0,0.0,0.0,0
1733,0,1,5,2,20.0,1,0.0,0.0,0.0,788.0,16.0,1
1734,0,1,6,2,65.0,1,5.0,317.0,174.0,0.0,123.0,1
1735,0,1,6,2,29.0,1,181.0,0.0,2.0,0.0,663.0,1
1736,0,1,5,2,25.0,1,113.0,0.0,0.0,1282.0,0.0,1
1737,0,1,5,1,54.0,1,0.0,316.0,257.0,0.0,0.0,1
1738,0,1,5,0,25.0,1,0.0,0.0,1.0,735.0,25.0,1
1739,0,0,6,2,14.0,1,0.0,0.0,0.0,0.0,0.0,0
1740,1,1,0,0,53.0,1,0.0,13527.0,0.0,0.0,771.0,0
1741,0,0,6,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0
1742,0,1,4,2,39.0,1,0.0,43.0,864.0,0.0,85.0,1
1743,0,1,5,2,22.0,1,8.0,710.0,0.0,27.0,0.0,0
1744,2,1,3,0,31.0,1,120.0,0.0,657.0,52.0,0.0,1
1745,2,0,5,2,24.0,1,0.0,0.0,0.0,0.0,0.0,0
1746,1,1,0,2,35.0,0,0.0,1.0,0.0,0.0,3156.0,1
1747,1,1,0,0,35.0,1,95.0,3441.0,0.0,391.0,318.0,1
1748,2,0,5,2,32.0,1,0.0,0.0,0.0,0.0,0.0,0
1749,2,1,5,2,61.0,1,953.0,415.0,974.0,0.0,133.0,1
1750,0,1,5,0,58.0,1,14.0,0.0,1081.0,0.0,0.0,0
1751,2,1,3,2,26.0,1,1752.0,22.0,0.0,4.0,305.0,1
1752,0,0,6,2,4.0,1,0.0,0.0,0.0,0.0,0.0,1
1753,0,1,6,2,1.0,1,0.0,0.0,0.0,0.0,0.0,1
1754,0,1,6,2,8.0,1,0.0,0.0,0.0,0.0,0.0,0
1755,0,1,6,2,7.0,1,0.0,0.0,0.0,0.0,305.0,1
1756,0,1,6,2,25.0,1,0.0,60.0,0.0,646.0,1115.0,1
1757,0,1,6,2,6.0,1,0.0,0.0,0.0,0.0,0.0,1
1758,0,1,5,2,29.0,1,0.0,0.0,0.0,0.0,865.0,1
1759,2,0,5,2,64.0,1,0.0,0.0,0.0,0.0,0.0,0
1760,1,1,2,2,31.0,1,0.0,1983.0,0.0,172.0,52.0,0
1761,2,0,4,2,25.0,1,0.0,0.0,0.0,0.0,0.0,1
1762,0,0,6,2,30.0,1,0.0,458.0,0.0,0.0,0.0,0
1763,0,0,6,2,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1764,0,1,5,1,29.0,1,0.0,0.0,0.0,486.0,1479.0,1
1765,0,1,6,2,37.0,1,28.0,25.0,26.0,806.0,3.0,1
1766,0,1,5,2,49.0,1,0.0,0.0,0.0,724.0,0.0,1
1767,1,1,3,2,36.0,1,0.0,583.0,1789.0,19.0,1009.0,1
1768,0,1,5,0,20.0,1,470.0,128.0,0.0,0.0,9.0,1
1769,0,1,5,2,20.0,1,2215.0,0.0,0.0,86.0,0.0,0
1770,1,1,2,0,18.0,1,0.0,16263.0,72.0,0.0,15.0,0
1771,1,0,5,0,17.0,1,0.0,0.0,0.0,0.0,0.0,0
1772,2,0,4,2,48.0,1,0.0,0.0,0.0,0.0,0.0,1
1773,0,1,4,2,26.0,1,0.0,3.0,176.0,611.0,0.0,1
1774,0,1,6,2,35.0,1,0.0,88.0,718.0,46.0,0.0,1
1775,0,1,5,2,30.0,1,116.0,0.0,0.0,728.0,29.0,0
1776,0,1,5,2,22.0,1,0.0,0.0,22.0,0.0,702.0,1
1777,0,0,6,2,5.0,1,0.0,0.0,0.0,0.0,0.0,1
1778,0,0,6,0,43.0,1,0.0,0.0,0.0,0.0,0.0,1
1779,2,0,4,2,52.0,1,0.0,0.0,0.0,0.0,0.0,1
1780,1,1,3,2,50.0,1,5.0,809.0,0.0,309.0,731.0,0
1781,1,1,5,2,29.0,1,4.0,841.0,0.0,363.0,1107.0,0
1782,1,1,3,0,19.0,1,0.0,748.0,158.0,5037.0,44.0,1
1783,1,1,2,0,39.0,1,0.0,10153.0,1.0,78.0,5063.0,0
1784,1,1,2,2,38.0,1,0.0,354.0,0.0,1806.0,0.0,0
1785,0,0,6,0,21.0,1,225.0,0.0,0.0,0.0,0.0,1
1786,0,1,6,1,25.0,1,11.0,44.0,397.0,0.0,0.0,1
1787,1,0,0,0,42.0,1,0.0,0.0,0.0,0.0,0.0,0
1788,1,0,0,0,36.0,1,0.0,0.0,0.0,0.0,0.0,0
1789,0,1,6,2,19.0,1,42.0,0.0,345.0,1431.0,0.0,1
1790,0,0,6,2,42.0,1,0.0,0.0,0.0,0.0,0.0,1
1791,0,1,5,0,40.0,1,1465.0,39.0,0.0,0.0,1225.0,1
1792,0,0,6,2,14.0,1,0.0,0.0,0.0,0.0,0.0,1
1793,1,1,3,2,50.0,1,225.0,1810.0,0.0,126.0,247.0,1
1794,2,1,4,2,18.0,1,1218.0,0.0,34.0,1095.0,0.0,1
1795,0,1,6,2,46.0,1,8.0,652.0,0.0,5.0,90.0,1
